746,814
591,686
33,158
678,171
17,569
854,699
887,541
445,930
194,451
16,77
445,309
978,153
345,74
495,199
917,732
749,116
116,835
339,618
648,806
559,964
409,35
417,487
670,125
966,842
712,682
331,769
841,9
933,669
899,600
681,349
431,662
357,608
933,108
827,550
776,208
650,601
504,119
668,589
723,406
968,889
626,802
926,456
362,740
511,672
22,180
629,783
601,697
92,750
400,941
760,720
780,979
386,439
34,50
880,28
347,31
445,220
229,259
83,220
352,440
462,677
820,465
204,773
587,670
884,567
68,121
972,414
160,888
91,716
127,206
999,914
677,503
715,507
767,681
519,425
459,724
473,299
68,934
977,655
499,428
217,245
902,973
336,529
172,358
89,436
752,983
177,528
40,910
390,971
463,688
23,912
305,992
976,82
355,56
999,994
19,440
176,714
209,79
598,862
347,294
63,314
34,917
512,39
903,465
753,106
637,305
229,351
155,178
34,229
577,673
183,884
114,511
449,663
395,535
548,402
166,821
255,750
362,618
540,427
538,66
747,284
401,322
292,764
626,320
103,361
390,555
903,752
781,365
901,565
577,345
482,803
435,341
640,802
923,654
767,117
97,862
718,397
23,834
953,308
472,202
846,492
816,770
903,362
292,300
551,534
989,430
221,423
925,752
460,280
571,70
442,87
991,527
333,134
994,893
775,825
791,699
110,491
556,438
825,409
526,827
538,11
886,505
988,223
138,301
51,620
901,253
597,96
805,86
460,741
52,141
